tourney_name,tourney_date,winner_id,winner_name,winner_ioc
Orlando WCT,1975-03-24,100029.0,Rod Laver,AUS
Dusseldorf,1975-05-25,100115.0,Jaime Fillol,CHI
Little Rock,1975-02-03,100461.0,Billy Martin,USA
Louisville,1975-08-05,100282.0,Guillermo Vilas,ARG
Barcelona,1975-04-07,100119.0,Ilie Nastase,ROU
Dallas WCT,1975-05-07,100074.0,Arthur Ashe,USA
Cairo,1975-03-03,100174.0,Manuel Orantes,ESP
Philadelphia WCT,1975-01-20,100060.0,Marty Riessen,USA
Sydney Outdoor,1975-12-21,100257.0,Ross Case,AUS
Melbourne Indoor,1975-10-06,100261.0,Brian Gottfried,USA
Hong Kong,1975-11-10,100127.0,Tom Gorman,USA
Calcutta,1975-11-17,100321.0,Vijay Amritraj,IND
Tuscon,1975-03-31,100244.0,John Alexander,AUS
Charlotte,1975-04-21,100309.0,Raul Ramirez,MEX
Valencia,1975-04-20,100119.0,Ilie Nastase,ROU
Jackson,1975-03-26,100016.0,Ken Rosewall,AUS
Hampton,1975-03-11,100284.0,Jimmy Connors,USA
Birmingham,1975-01-20,100284.0,Jimmy Connors,USA
St. Louis,1975-04-07,100342.0,Vitas Gerulaitis,USA
Fort Worth WCT,1975-02-17,100244.0,John Alexander,AUS
Munich WCT,1975-03-10,100074.0,Arthur Ashe,USA
Richmond-WCT,1975-01-27,100437.0,Bjorn Borg,SWE
Stockholm - WCT,1975-04-21,100074.0,Arthur Ashe,USA
Sao Paulo WCT,1975-03-10,100029.0,Rod Laver,AUS
Munich,1975-05-07,100282.0,Guillermo Vilas,ARG
Nice,1975-04-28,100090.0,Dick Crealy,AUS
Toronto Indoor WCT,1975-02-10,100286.0,Harold Solomon,USA
Buenos Aires,1975-11-10,100282.0,Guillermo Vilas,ARG
Auckland,1975-01-12,100135.0,Onny Parun,NZL
Aviles,1975-10-05,100037.0,Nikola Pilic,CRO
Shreveport,1975-03-04,100064.0,Juan Gisbert,ESP
Roanoke,1975-01-29,100058.0,Roger Taylor,GBR
Fairfield,1975-02-24,100058.0,Roger Taylor,GBR
Bahamas,1975-01-18,100284.0,Jimmy Connors,USA
Basel,1975-02-09,100220.0,Jiri Hrebec,CZE
Stockholm,1975-11-06,100214.0,Adriano Panatta,ITA
Tokyo Indoor,1975-04-14,100144.0,Robert Lutz,USA
Wimbledon,1975-06-23,100074.0,Arthur Ashe,USA
Rotterdam WCT,1975-02-24,100074.0,Arthur Ashe,USA
Tokyo,1975-11-02,100309.0,Raul Ramirez,MEX
Los Angeles,1975-09-15,100074.0,Arthur Ashe,USA
Cincinnati,1975-07-29,100127.0,Tom Gorman,USA
Montreal / Toronto,1975-08-11,100174.0,Manuel Orantes,ESP
Sydney Indoor,1975-10-19,100126.0,Stan Smith,USA
Johannesburg - WCT,1975-04-11,100376.0,Buster C Mottram,GBR
Barcelona,1975-10-13,100437.0,Bjorn Borg,SWE
San Francisco,1975-09-26,100074.0,Arthur Ashe,USA
Maui,1975-10-05,100284.0,Jimmy Connors,USA
Bologna WCT,1975-02-06,100437.0,Bjorn Borg,SWE
Masters,1975-11-30,100119.0,Ilie Nastase,ROU
Baltimore,1976-01-25,100127.0,Tom Gorman,USA
US Open,1976-09-01,100284.0,Jimmy Connors,USA
Florence,1976-05-03,100249.0,Paolo Bertolucci,ITA
Brisbane,1976-10-11,100337.0,Mark Edmondson,AUS
Maui,1976-10-04,100286.0,Harold Solomon,USA
Tokyo Outdoor,1976-11-01,100255.0,Roscoe Tanner,USA
Basel,1976-03-01,100113.0,Jan Kodes,CZE
Stockholm,1976-11-07,100073.0,Mark Cox,GBR
San Francisco,1976-09-27,100255.0,Roscoe Tanner,USA
Barcelona,1976-10-18,100174.0,Manuel Orantes,ESP
Johannesburg - WCT,1976-11-23,100286.0,Harold Solomon,USA
Montreal / Toronto,1976-08-17,100282.0,Guillermo Vilas,ARG
Cincinnati,1976-07-12,100255.0,Roscoe Tanner,USA
Los Angeles,1976-09-20,100261.0,Brian Gottfried,USA
Berlin,1976-06-20,100395.0,Victor Pecci,PAR
La Costa,1976-03-16,100119.0,Ilie Nastase,ROU
Monterrey WCT,1976-01-05,100232.0,Eddie Dibbs,USA
Caracas WCT,1976-03-30,100309.0,Raul Ramirez,MEX
Bournemouth,1976-05-10,100280.0,Wojtek Fibak,POL
Fort Worth WCT,1976-02-24,100282.0,Guillermo Vilas,ARG
Salisbury,1976-02-14,100119.0,Ilie Nastase,ROU
Paris Indoor,1976-10-25,100232.0,Eddie Dibbs,USA
Nice,1976-04-05,100297.0,Corrado Barazzutti,ITA
Jackson WCT,1976-03-17,100016.0,Ken Rosewall,AUS
Sacramento,1976-04-22,100127.0,Tom Gorman,USA
Auckland,1975-12-31,100135.0,Onny Parun,NZL
Buenos Aires,1976-11-22,100282.0,Guillermo Vilas,ARG
Birmingham,1976-01-20,100284.0,Jimmy Connors,USA
Houston WCT,1976-04-06,100286.0,Harold Solomon,USA
Richmond WCT,1976-02-04,100074.0,Arthur Ashe,USA
Palm Springs,1976-03-22,100284.0,Jimmy Connors,USA
Copenhagen,1976-01-18,100184.0,Lars Elvstrom,DEN
Wembley,1976-11-15,100284.0,Jimmy Connors,USA
Wimbledon,1976-06-21,100437.0,Bjorn Borg,SWE
Barcelona WCT,1976-02-02,100232.0,Eddie Dibbs,USA
Charlotte WCT,1976-04-18,100100.0,Tony Roche,AUS
Kitzbuhel,1976-07-18,100174.0,Manuel Orantes,ESP
Gstaad,1976-07-04,100309.0,Raul Ramirez,MEX
Newport,1976-09-16,100321.0,Vijay Amritraj,IND
Bangalore,1976-11-22,100273.0,Kim Warwick,AUS
Madrid,1976-10-11,100174.0,Manuel Orantes,ESP
Tehran,1976-10-04,100174.0,Manuel Orantes,ESP
Pepsi Grand Slam,1976-07-10,100119.0,Ilie Nastase,ROU
Australian Open,1975-12-26,100337.0,Mark Edmondson,AUS
Columbus,1976-08-09,100255.0,Roscoe Tanner,USA
Mexico City WCT,1976-03-09,100309.0,Raul Ramirez,MEX
London,1976-11-01,100309.0,Raul Ramirez,MEX
Bermuda,1976-09-13,100128.0,Cliff Richey,USA
Cleveland,1976-01-29,100196.0,Haroon Rahim,PAK
Bastad,1976-07-04,100200.0,Antonio Zugarelli,ITA
WCT Challenge Cup,1976-12-02,100119.0,Ilie Nastase,ROU
Dayton,1976-02-08,100115.0,Jaime Fillol,CHI
Boca Raton,1976-02-02,100380.0,Butch Walts,USA
Memphis WCT,1976-03-09,100321.0,Vijay Amritraj,IND
Philadelphia WCT,1976-01-26,100284.0,Jimmy Connors,USA
Rotterdam WCT,1976-02-23,100074.0,Arthur Ashe,USA
Barcelona,1976-04-04,100249.0,Paolo Bertolucci,ITA
Madrid,1976-04-25,100395.0,Victor Pecci,PAR
Munich,1976-05-04,100174.0,Manuel Orantes,ESP
Valencia,1976-03-28,100174.0,Manuel Orantes,ESP
Nuremberg,1976-03-08,100067.0,Frew Mcmillan,RSA
Hampton,1976-03-10,100284.0,Jimmy Connors,USA
Palma,1976-04-18,100376.0,Buster C Mottram,GBR
St. Louis WCT,1976-02-17,100282.0,Guillermo Vilas,ARG
Khartoum,1976-02-24,100182.0,Mike Estep,USA
Dallas WCT,1976-05-04,100437.0,Bjorn Borg,SWE
Rome,1976-05-24,100214.0,Adriano Panatta,ITA
Las Vegas,1976-05-10,100284.0,Jimmy Connors,USA
Washington,1976-07-26,100284.0,Jimmy Connors,USA
Vienna,1976-10-25,100280.0,Wojtek Fibak,POL
Sydney Outdoor,1976-12-26,100100.0,Tony Roche,AUS
Roland Garros,1976-05-31,100214.0,Adriano Panatta,ITA
Sao Paulo,1976-11-15,100282.0,Guillermo Vilas,ARG
Perth,1976-10-25,100114.0,Ray Ruffels,AUS
Toronto Indoor WCT,1976-02-10,100437.0,Bjorn Borg,SWE
Sao Paulo WCT,1976-03-30,100437.0,Bjorn Borg,SWE
Hong Kong,1976-11-07,100016.0,Ken Rosewall,AUS
Johannesburg WCT,1976-04-06,100135.0,Onny Parun,NZL
Cologne,1976-11-01,100284.0,Jimmy Connors,USA
Washington WCT,1976-03-15,100286.0,Harold Solomon,USA
Denver WCT,1976-04-20,100284.0,Jimmy Connors,USA
Hamburg,1976-05-17,100232.0,Eddie Dibbs,USA
Boston,1976-08-23,100437.0,Bjorn Borg,SWE
Dusseldorf,1976-05-22,100437.0,Bjorn Borg,SWE
Monte Carlo WCT,1976-04-13,100282.0,Guillermo Vilas,ARG
Atlanta WCT,1976-01-14,100119.0,Ilie Nastase,ROU
Indianapolis,1976-08-09,100284.0,Jimmy Connors,USA
Lagos WCT,1976-02-10,100229.0,Dick Stockton,USA
Manila,1976-11-15,100162.0,Brian Fairlie,NZL
Santiago,1976-12-04,100300.0,Jose Higueras,ESP
Columbus WCT,1976-01-07,100074.0,Arthur Ashe,USA
Louisville,1976-08-02,100286.0,Harold Solomon,USA
Little Rock,1976-03-01,100196.0,Haroon Rahim,PAK
Stockholm - WCT,1976-04-20,100280.0,Wojtek Fibak,POL
Indianapolis WCT,1976-01-12,100074.0,Arthur Ashe,USA
Rome WCT,1976-02-17,100074.0,Arthur Ashe,USA
North Conway,1976-08-08,100284.0,Jimmy Connors,USA
South Orange,1976-08-23,100119.0,Ilie Nastase,ROU
Masters,1976-12-05,100174.0,Manuel Orantes,ESP
WCT Challenge Cup,1976-02-15,100119.0,Ilie Nastase,ROU
Hilversum,1976-07-13,100332.0,Balazs Taroczy,HUN
Sydney Indoor,1976-10-18,100219.0,Geoff Masters,AUS
Adelaide,1977-01-10,100339.0,Victor Amaya,USA
Sydney Outdoor,1977-12-12,100255.0,Roscoe Tanner,USA
Taipei,1977-11-21,100253.0,Tom Gullikson,USA
Cologne,1977-10-31,100437.0,Bjorn Borg,SWE
Vienna,1977-10-24,100261.0,Brian Gottfried,USA
Hong Kong,1977-11-07,100016.0,Ken Rosewall,AUS
Rome,1977-05-16,100342.0,Vitas Gerulaitis,USA
Boston,1977-08-23,100174.0,Manuel Orantes,ESP
North Conway,1977-07-31,100244.0,John Alexander,AUS
Monte Carlo WCT,1977-04-04,100437.0,Bjorn Borg,SWE
Louisville,1977-07-25,100282.0,Guillermo Vilas,ARG
Ocean City,1977-02-15,100342.0,Vitas Gerulaitis,USA
Tehran,1977-10-03,100282.0,Guillermo Vilas,ARG
Paris,1977-09-19,100282.0,Guillermo Vilas,ARG
Adelaide,1977-12-05,100252.0,Tim Gullikson,USA
Oviedo,1977-11-21,100232.0,Eddie Dibbs,USA
Auckland,1977-01-10,100321.0,Vijay Amritraj,IND
Toronto Indoor WCT,1977-02-16,100229.0,Dick Stockton,USA
Nice,1977-03-28,100437.0,Bjorn Borg,SWE
Washington Indoor,1977-03-14,100261.0,Brian Gottfried,USA
Jackson,1977-04-04,100360.0,Brian Teacher,USA
Hampton,1977-03-08,100272.0,Sandy Mayer,USA
St. Louis WCT,1977-03-14,100284.0,Jimmy Connors,USA
Maui,1977-10-03,100284.0,Jimmy Connors,USA
Berlin,1977-06-13,100249.0,Paolo Bertolucci,ITA
Tokyo Outdoor,1977-10-31,100174.0,Manuel Orantes,ESP
Helsinki,1977-03-14,100073.0,Mark Cox,GBR
Montreal / Toronto,1977-08-16,100186.0,Jeff Borowiak,USA
Wembley,1977-11-14,100437.0,Bjorn Borg,SWE
Charlotte WCT,1977-04-19,100297.0,Corrado Barazzutti,ITA
Tournament of Champions WCT,1977-09-17,100286.0,Harold Solomon,USA
Roland Garros,1977-05-23,100282.0,Guillermo Vilas,ARG
Brisbane,1977-10-10,100342.0,Vitas Gerulaitis,USA
Denver,1977-04-18,100437.0,Bjorn Borg,SWE
Monterrey WCT,1977-02-28,100280.0,Wojtek Fibak,POL
Wimbledon,1977-06-20,100437.0,Bjorn Borg,SWE
Murcia,1977-04-11,100300.0,Jose Higueras,ESP
Los Angeles,1977-09-19,100309.0,Raul Ramirez,MEX
Queen's Club,1977-06-13,100309.0,Raul Ramirez,MEX
Florence,1977-04-18,100249.0,Paolo Bertolucci,ITA
Hilversum,1977-07-12,100185.0,Patrick Proisy,FRA
Bastad,1977-07-03,100297.0,Corrado Barazzutti,ITA
Kitzbuhel,1977-07-11,100282.0,Guillermo Vilas,ARG
Zurich,1977-12-29,100421.0,Jan Norback,SWE
La Costa,1977-03-21,100261.0,Brian Gottfried,USA
Gstaad,1977-07-03,100186.0,Jeff Borowiak,USA
Palm Springs,1977-02-21,100261.0,Brian Gottfried,USA
Buenos Aires,1977-04-14,100282.0,Guillermo Vilas,ARG
Basel,1977-10-25,100437.0,Bjorn Borg,SWE
Perth,1977-10-24,100342.0,Vitas Gerulaitis,USA
Barcelona,1977-10-17,100437.0,Bjorn Borg,SWE
San Francisco,1977-09-26,100380.0,Butch Walts,USA
Sydney Indoor,1977-10-17,100284.0,Jimmy Connors,USA
Johannesburg WCT,1977-11-28,100282.0,Guillermo Vilas,ARG
Dallas WCT,1977-05-10,100284.0,Jimmy Connors,USA
Los Angeles PSW,1977-03-28,100126.0,Stan Smith,USA
Cincinnati,1977-07-11,100286.0,Harold Solomon,USA
Stockholm,1977-11-06,100272.0,Sandy Mayer,USA
Baltimore,1977-01-17,100261.0,Brian Gottfried,USA
Birmingham WCT,1977-01-12,100284.0,Jimmy Connors,USA
Virginia Beach,1977-04-19,100282.0,Guillermo Vilas,ARG
Bogota,1977-11-07,100282.0,Guillermo Vilas,ARG
San Jose,1977-02-14,100220.0,Jiri Hrebec,CZE
Paris Indoor,1977-10-31,100297.0,Corrado Barazzutti,ITA
London WCT,1977-03-28,100232.0,Eddie Dibbs,USA
Newport,1977-07-04,100253.0,Tom Gullikson,USA
Washington,1977-07-18,100282.0,Guillermo Vilas,ARG
Indianapolis,1977-08-08,100174.0,Manuel Orantes,ESP
Hamburg,1977-05-09,100249.0,Paolo Bertolucci,ITA
Las Vegas,1977-04-25,100284.0,Jimmy Connors,USA
Richmond WCT,1977-01-31,100084.0,Tom Okker,NED
Mexico City WCT,1977-02-07,100119.0,Ilie Nastase,ROU
Australian Open,1977-01-01,100255.0,Roscoe Tanner,USA
Brussels,1977-06-06,100286.0,Harold Solomon,USA
Houston WCT,1977-04-11,100214.0,Adriano Panatta,ITA
Dayton,1977-02-02,100186.0,Jeff Borowiak,USA
Buenos Aires,1977-11-21,100282.0,Guillermo Vilas,ARG
Munich,1977-04-26,100141.0,Zeljko Franulovic,CRO
Madrid,1977-10-10,100437.0,Bjorn Borg,SWE
Miami,1977-02-07,100232.0,Eddie Dibbs,USA
Springfield,1977-02-07,100282.0,Guillermo Vilas,ARG
Bombay,1977-11-28,100321.0,Vijay Amritraj,IND
US Open,1977-08-31,100282.0,Guillermo Vilas,ARG
South Orange,1977-07-31,100282.0,Guillermo Vilas,ARG
Little Rock,1977-01-31,100272.0,Sandy Mayer,USA
Dusseldorf,1977-05-16,100280.0,Wojtek Fibak,POL
Aix en Provence,1977-09-26,100119.0,Ilie Nastase,ROU
Manila,1977-11-14,100179.0,Karl Meiler,GER
Santiago,1977-11-14,100282.0,Guillermo Vilas,ARG
Columbus,1977-08-08,100282.0,Guillermo Vilas,ARG
Cairo,1977-03-21,100062.0,Francois Jauffret,FRA
Laguna Niguel,1977-09-14,100173.0,Andrew Pattison,USA
Rotterdam,1977-03-21,100229.0,Dick Stockton,USA
Memphis,1977-02-28,100437.0,Bjorn Borg,SWE
Philadelphia WCT,1977-01-24,100229.0,Dick Stockton,USA
Australian Open-2,1977-12-19,100342.0,Vitas Gerulaitis,USA
Pepsi Grand Slam,1977-07-11,100437.0,Bjorn Borg,SWE
WCT Challenge Cup,1977-11-14,100284.0,Jimmy Connors,USA
Masters,1978-01-04,100284.0,Jimmy Connors,USA
Pepsi Grand Slam,1978-01-20,100437.0,Bjorn Borg,SWE
Roland Garros,1978-05-29,100437.0,Bjorn Borg,SWE
Calcutta,1978-12-04,100676.0,Yannick Noah,FRA
Wembley,1978-11-14,100581.0,John Mcenroe,USA
Wimbledon,1978-06-26,100437.0,Bjorn Borg,SWE
Tokyo Outdoor,1978-10-29,100214.0,Adriano Panatta,ITA
Berlin,1978-06-25,100130.0,Vladimir Zednik,CZE
Colombus,1978-08-07,100074.0,Arthur Ashe,USA
Philadelphia WCT,1978-01-23,100284.0,Jimmy Connors,USA
Memphis,1978-02-27,100284.0,Jimmy Connors,USA
Houston WCT,1978-04-17,100261.0,Brian Gottfried,USA
Brussels,1978-06-12,100444.0,Werner Zirngibl,GER
Rotterdam WTC,1978-04-03,100284.0,Jimmy Connors,USA
Milan WCT,1978-03-27,100437.0,Bjorn Borg,SWE
Sarasota,1978-01-29,100434.0,Tomas Smid,CZE
South Orange,1978-07-30,100282.0,Guillermo Vilas,ARG
North Conway,1978-07-31,100232.0,Eddie Dibbs,USA
Cleveland,1978-08-20,100259.0,Peter Feigl,AUT
Cologne,1978-10-30,100280.0,Wojtek Fibak,POL
Taipei,1978-11-13,100360.0,Brian Teacher,USA
Vienna,1978-10-29,100126.0,Stan Smith,USA
Sydney Outdoor,1978-12-24,100631.0,Tim Wilkison,USA
Cairo,1978-03-12,100300.0,Jose Higueras,ESP
Mexico City,1978-09-25,100321.0,Vijay Amritraj,IND
Springfield,1978-02-12,100579.0,Heinz Gunthardt,SUI
Las Vegas,1978-03-20,100437.0,Bjorn Borg,SWE
Miami,1978-02-27,100119.0,Ilie Nastase,ROU
Guadalajara,1978-04-16,100428.0,Gene Mayer,USA
Little Rock,1978-02-05,100229.0,Dick Stockton,USA
Santiago,1978-12-04,100555.0,Jose Luis Clerc,ARG
Manila,1978-11-20,100676.0,Yannick Noah,FRA
US Open,1978-08-29,100284.0,Jimmy Connors,USA
Queen's Club,1978-06-19,100100.0,Tony Roche,AUS
Las Vegas,1978-04-24,100286.0,Harold Solomon,USA
Atlanta,1978-08-21,100126.0,Stan Smith,USA
Monte Carlo WCT,1978-04-10,100309.0,Raul Ramirez,MEX
Boston,1978-08-21,100174.0,Manuel Orantes,ESP
Rome,1978-05-22,100437.0,Bjorn Borg,SWE
Hamburg,1978-05-15,100282.0,Guillermo Vilas,ARG
Indianapolis,1978-08-07,100284.0,Jimmy Connors,USA
Mexico City WCT,1978-01-30,100309.0,Raul Ramirez,MEX
Richmond WCT,1978-01-30,100342.0,Vitas Gerulaitis,USA
Maui,1978-10-02,100452.0,Bill Scanlon,USA
Brisbane,1978-10-09,100337.0,Mark Edmondson,AUS
Stuttgart Outdoor,1978-07-17,100325.0,Ulrich Pinner,GER
Basel,1978-10-24,100282.0,Guillermo Vilas,ARG
Hong Kong,1978-11-13,100586.0,Eliot Teltscher,USA
Paris Indoor,1978-11-05,100144.0,Robert Lutz,USA
San Jose,1978-04-17,100074.0,Arthur Ashe,USA
Bogota,1978-11-19,100395.0,Victor Pecci,PAR
Australian Open,1978-12-26,100282.0,Guillermo Vilas,ARG
Louisville,1978-07-30,100286.0,Harold Solomon,USA
Sydney Indoor,1978-10-22,100284.0,Jimmy Connors,USA
Barcelona,1978-10-09,100332.0,Balazs Taroczy,HUN
Montreal / Toronto,1978-08-14,100232.0,Eddie Dibbs,USA
Johannesburg,1978-04-03,100128.0,Cliff Richey,USA
Kitzbuhel,1978-07-24,100474.0,Chris Lewis NZL,NZL
Gstaad,1978-07-10,100282.0,Guillermo Vilas,ARG
Newport,1978-07-10,100354.0,Bernard Mitton,RSA
Bastad,1978-07-17,100437.0,Bjorn Borg,SWE
Hilversum,1978-07-24,100332.0,Balazs Taroczy,HUN
Florence,1978-05-21,100555.0,Jose Luis Clerc,ARG
Bologna,1978-11-28,100362.0,Peter Fleming,USA
Lagos,1978-03-05,100228.0,Kjell Johansson,SWE
St. Louis WCT,1978-02-12,100272.0,Sandy Mayer,USA
Denver,1978-02-20,100284.0,Jimmy Connors,USA
Johannesburg,1978-12-04,100252.0,Tim Gullikson,USA
San Francisco,1978-09-25,100581.0,John Mcenroe,USA
Cincinnati,1978-07-10,100232.0,Eddie Dibbs,USA
Los Angeles,1978-09-18,100074.0,Arthur Ashe,USA
Hartford,1978-09-18,100581.0,John Mcenroe,USA
Baltimore,1978-01-22,100055.0,Cliff Drysdale,RSA
Tokyo Indoor,1978-10-31,100437.0,Bjorn Borg,SWE
Stockholm,1978-11-06,100581.0,John Mcenroe,USA
Birmingham,1978-06-18,100284.0,Jimmy Connors,USA
Dayton,1978-04-02,100261.0,Brian Gottfried,USA
Palm Springs,1978-02-13,100255.0,Roscoe Tanner,USA
Birmingham WCT,1978-01-09,100437.0,Bjorn Borg,SWE
Aix-En-Provence,1978-09-25,100282.0,Guillermo Vilas,ARG
Bournemouth,1978-09-24,100300.0,Jose Higueras,ESP
Dallas WCT,1978-05-09,100342.0,Vitas Gerulaitis,USA
Stowe,1978-08-14,100284.0,Jimmy Connors,USA
Washington Indoor,1978-03-13,100261.0,Brian Gottfried,USA
Tulsa,1978-04-30,100232.0,Eddie Dibbs,USA
Madrid,1978-10-08,100300.0,Jose Higueras,ESP
Munich,1978-05-23,100282.0,Guillermo Vilas,ARG
Nice,1978-04-17,100300.0,Jose Higueras,ESP
Buenos Aires,1978-11-26,100555.0,Jose Luis Clerc,ARG
Washington,1978-07-23,100284.0,Jimmy Connors,USA
New Orleans,1978-08-06,100255.0,Roscoe Tanner,USA
WCT Challenge Cup,1978-12-12,100119.0,Ilie Nastase,ROU
Masters,1979-01-10,100581.0,John Mcenroe,USA
Nations Cup,1978-05-08,100174.0,Manuel Orantes,ESP
Nations Cup,1978-05-08,100300.0,Jose Higueras,ESP
Forest Hills WCT,1978-07-10,100342.0,Vitas Gerulaitis,USA
Bologna,1979-11-19,100380.0,Butch Walts,USA
Washington Indoor,1979-03-11,100255.0,Roscoe Tanner,USA
Philadelphia,1979-01-22,100284.0,Jimmy Connors,USA
San Jose,1979-03-19,100354.0,Bernard Mitton,RSA
Dayton,1979-03-26,100380.0,Butch Walts,USA
Los Angeles,1979-09-17,100362.0,Peter Fleming,USA
Cincinnati,1979-08-20,100362.0,Peter Fleming,USA
Sydney Indoor,1979-10-15,100342.0,Vitas Gerulaitis,USA
Johannesburg,1979-04-16,100555.0,Jose Luis Clerc,ARG
Berlin,1979-06-18,100383.0,Peter Mcnamara,AUS
Australian Open,1979-12-24,100282.0,Guillermo Vilas,ARG
Lafayette,1979-08-30,100060.0,Marty Riessen,USA
Bombay,1979-11-19,100321.0,Vijay Amritraj,IND
Linz,1979-02-19,100259.0,Peter Feigl,AUT
Quito,1979-11-05,100395.0,Victor Pecci,PAR
Paris Indoor,1979-10-29,100286.0,Harold Solomon,USA
Stuttgart Indoor,1979-03-26,100280.0,Wojtek Fibak,POL
Pepsi Grand Slam,1979-02-10,100437.0,Bjorn Borg,SWE
Bogota,1979-11-12,100395.0,Victor Pecci,PAR
Louisville,1979-07-23,100244.0,John Alexander,AUS
Vienna,1979-10-22,100126.0,Stan Smith,USA
Tulsa,1979-04-09,100284.0,Jimmy Connors,USA
New Orleans,1979-03-19,100581.0,John Mcenroe,USA
Wembley,1979-11-13,100581.0,John Mcenroe,USA
Wimbledon,1979-06-25,100437.0,Bjorn Borg,SWE
Rotterdam,1979-04-02,100437.0,Bjorn Borg,SWE
Brussels,1979-06-11,100332.0,Balazs Taroczy,HUN
Kitzbuhel,1979-07-23,100342.0,Vitas Gerulaitis,USA
Houston,1979-04-16,100300.0,Jose Higueras,ESP
Gstaad,1979-07-09,100325.0,Ulrich Pinner,GER
Hilversum,1979-07-23,100332.0,Balazs Taroczy,HUN
Bastad,1979-07-16,100437.0,Bjorn Borg,SWE
Queen's Club,1979-06-11,100581.0,John Mcenroe,USA
Milan,1979-03-26,100581.0,John Mcenroe,USA
Taipei,1979-11-12,100144.0,Robert Lutz,USA
Denver,1979-02-19,100280.0,Wojtek Fibak,POL
Cologne,1979-10-29,100428.0,Gene Mayer,USA
Tel Aviv,1979-10-08,100084.0,Tom Okker,NED
Rancho Mirage,1979-02-12,100255.0,Roscoe Tanner,USA
Surbiton,1979-06-18,100339.0,Victor Amaya,USA
Memphis,1979-02-26,100284.0,Jimmy Connors,USA
Hobart,1979-01-01,100282.0,Guillermo Vilas,ARG
South Orange,1979-07-30,100581.0,John Mcenroe,USA
Maui,1979-10-01,100452.0,Bill Scanlon,USA
Palermo,1979-09-17,100437.0,Bjorn Borg,SWE
Cleveland,1979-08-13,100126.0,Stan Smith,USA
Stuttgart Outdoor,1979-07-16,100434.0,Tomas Smid,CZE
Bordeaux,1979-10-01,100676.0,Yannick Noah,FRA
North Conway,1979-07-29,100286.0,Harold Solomon,USA
Sydney Outdoor,1979-12-17,100203.0,Phil Dent,AUS
Birmingham,1979-01-15,100284.0,Jimmy Connors,USA
Tokyo Indoor,1979-10-30,100437.0,Bjorn Borg,SWE
Johannesburg,1979-11-27,100173.0,Andrew Pattison,USA
Adelaide,1979-12-10,100273.0,Kim Warwick,AUS
Cairo,1979-04-09,100259.0,Peter Feigl,AUT
Las Vegas,1979-04-23,100437.0,Bjorn Borg,SWE
Brisbane,1979-10-09,100203.0,Phil Dent,AUS
Newport,1979-07-09,100360.0,Brian Teacher,USA
Baltimore WCT,1979-01-15,100286.0,Harold Solomon,USA
Lagos,1979-02-26,100176.0,Hans Kary,AUT
Hong Kong,1979-11-05,100284.0,Jimmy Connors,USA
Barcelona,1979-10-08,100417.0,Hans Gildemeister,CHI
Atlanta,1979-09-10,100586.0,Eliot Teltscher,USA
Monte Carlo,1979-04-09,100437.0,Bjorn Borg,SWE
Rome,1979-05-21,100342.0,Vitas Gerulaitis,USA
Boston,1979-08-20,100300.0,Jose Higueras,ESP
Hamburg,1979-05-14,100300.0,Jose Higueras,ESP
Washington,1979-07-14,100282.0,Guillermo Vilas,ARG
Indianapolis,1979-08-06,100284.0,Jimmy Connors,USA
Montgomery,1979-06-12,100372.0,Trey Waltke,USA
US Open,1979-08-28,100581.0,John Mcenroe,USA
Basel,1979-10-15,100261.0,Brian Gottfried,USA
Tokyo Outdoor,1979-10-22,100276.0,Terry Moor,USA
Madrid,1979-09-24,100676.0,Yannick Noah,FRA
Dallas WCT,1979-05-01,100581.0,John Mcenroe,USA
Santiago,1979-11-26,100417.0,Hans Gildemeister,CHI
Florence,1979-05-14,100309.0,Raul Ramirez,MEX
Stowe,1979-08-13,100284.0,Jimmy Connors,USA
Colombus,1979-08-06,100261.0,Brian Gottfried,USA
Stockholm,1979-11-05,100581.0,John Mcenroe,USA
San Francisco,1979-09-24,100581.0,John Mcenroe,USA
Sarasota,1979-02-12,100532.0,Johan Kriek,USA
Montreal / Toronto,1979-08-13,100437.0,Bjorn Borg,SWE
San Jose,1979-04-16,100581.0,John Mcenroe,USA
Roland Garros,1979-05-28,100437.0,Bjorn Borg,SWE
Buenos Aires,1979-11-19,100282.0,Guillermo Vilas,ARG
Auckland,1979-01-02,100631.0,Tim Wilkison,USA
Richmond WCT,1979-01-29,100437.0,Bjorn Borg,SWE
Munich,1979-05-22,100174.0,Manuel Orantes,ESP
Nancy,1979-03-19,100676.0,Yannick Noah,FRA
Nice,1979-04-02,100395.0,Victor Pecci,PAR
Nations Cup,1979-05-07,100214.0,Adriano Panatta,ITA
Nations Cup,1979-05-07,100244.0,John Alexander,AUS
Masters,1980-01-09,100437.0,Bjorn Borg,SWE
Forest Hills WCT,1979-07-09,100232.0,Eddie Dibbs,USA
WCT Challenge Cup,1979-12-04,100437.0,Bjorn Borg,SWE
Johannesburg,1980-04-08,100579.0,Heinz Gunthardt,SUI
Maui,1980-09-29,100586.0,Eliot Teltscher,USA
Palermo,1980-09-08,100282.0,Guillermo Vilas,ARG
Brisbane,1980-10-06,100581.0,John Mcenroe,USA
Cleveland,1980-08-11,100428.0,Gene Mayer,USA
Stuttgart Outdoor,1980-07-14,100342.0,Vitas Gerulaitis,USA
Geneva,1980-09-22,100332.0,Balazs Taroczy,HUN
