tourney_name,tourney_date,winner_id,winner_name,winner_ioc
Charlotte,1992-05-04,101613.0,Malivai Washington,USA
Antwerp,1992-11-09,101990.0,Richard Krajicek,NED
Scottsdale,1992-02-24,101924.0,Stefano Pescosolido,ITA
Stuttgart Outdoor,1992-07-13,102446.0,Andrei Medvedev,UKR
Bordeaux,1992-09-14,102446.0,Andrei Medvedev,UKR
Cologne,1992-09-14,101463.0,Bernd Karbacher,GER
Brisbane,1992-09-28,101703.0,Guillaume Raoux,FRA
Estoril,1992-03-30,101475.0,Carlos Costa,ESP
Australian Open,1992-01-13,101793.0,Jim Courier,USA
Buzios,1992-11-02,101761.0,Jaime Oncins,BRA
Manchester,1992-06-15,101797.0,Jacco Eltingh,NED
Athens,1992-10-05,101063.0,Jordi Arrese,ESP
Casablanca,1992-03-16,101649.0,Guillermo Perez Roldan,ARG
Indian Wells Masters,1992-03-02,102021.0,Michael Chang,USA
Brussels,1992-02-10,101414.0,Boris Becker,GER
Rotterdam,1992-02-24,101414.0,Boris Becker,GER
Philadelphia,1992-02-17,101948.0,Pete Sampras,USA
Memphis,1992-02-10,101613.0,Malivai Washington,USA
Miami Masters,1992-03-13,102021.0,Michael Chang,USA
US Open,1992-08-31,101222.0,Stefan Edberg,SWE
Milan,1992-02-03,101481.0,Omar Camporese,ITA
Atlanta,1992-04-27,101736.0,Andre Agassi,USA
Kitzbuhel,1992-07-20,101948.0,Pete Sampras,USA
Queen's Club,1992-06-08,101965.0,Wayne Ferreira,RSA
Bologna,1992-05-18,101761.0,Jaime Oncins,BRA
Gstaad,1992-07-06,101843.0,Sergi Bruguera,ESP
Newport,1992-07-06,101214.0,Bryan Shelton,USA
Bastad,1992-07-06,101320.0,Magnus Gustafsson,SWE
Hilversum,1992-07-20,101120.0,Karel Novacek,CZE
Schenectady,1992-08-24,101965.0,Wayne Ferreira,RSA
Roland Garros,1992-05-25,101793.0,Jim Courier,USA
Wellington,1991-12-30,101543.0,Jeff Tarango,USA
Stuttgart Indoor,1992-02-17,101964.0,Goran Ivanisevic,CRO
Paris Masters,1992-11-02,101414.0,Boris Becker,GER
Taipei,1992-10-19,101026.0,Jim Grabb,USA
Singapore,1992-03-30,101154.0,Simon Youl,AUS
Copenhagen,1992-03-02,101723.0,Magnus Larsson,SWE
Rome Masters,1992-05-11,101793.0,Jim Courier,USA
Hamburg Masters,1992-05-04,101222.0,Stefan Edberg,SWE
Monte Carlo Masters,1992-04-20,101404.0,Thomas Muster,AUT
Indianapolis,1992-08-17,101948.0,Pete Sampras,USA
Washington,1992-07-13,101434.0,Petr Korda,CZE
Madrid,1992-04-27,101843.0,Sergi Bruguera,ESP
Munich,1992-04-27,101723.0,Magnus Larsson,SWE
Auckland,1992-01-06,101409.0,Jaime Yzaga,PER
Genova,1992-06-15,102446.0,Andrei Medvedev,UKR
Nice,1992-04-13,101725.0,Gabriel Markus,ARG
Dusseldorf,1992-05-18,101142.0,Emilio Sanchez,ESP
Dusseldorf,1992-05-18,101843.0,Sergi Bruguera,ESP
Tour Finals,1992-11-16,101414.0,Boris Becker,GER
Prague,1993-08-02,101843.0,Sergi Bruguera,ESP
Lyon,1993-10-18,101948.0,Pete Sampras,USA
Wimbledon,1993-06-21,101948.0,Pete Sampras,USA
Los Angeles,1993-08-02,101990.0,Richard Krajicek,NED
Cincinnati Masters,1993-08-09,102021.0,Michael Chang,USA
Canada Masters,1993-07-26,100944.0,Mikael Pernfors,SWE
New Haven,1993-08-16,102446.0,Andrei Medvedev,UKR
Sydney Indoor,1993-10-04,101409.0,Jaime Yzaga,PER
Durban,1993-03-29,101381.0,Aaron Krickstein,USA
Barcelona,1993-04-05,102446.0,Andrei Medvedev,UKR
San Francisco,1993-02-01,101736.0,Andre Agassi,USA
Stockholm Masters,1993-10-25,101529.0,Michael Stich,GER
Tokyo Indoor,1993-10-11,100656.0,Ivan Lendl,USA
Osaka,1993-03-29,102021.0,Michael Chang,USA
Coral Springs,1993-05-10,101774.0,Todd Martin,USA
Marseille,1993-02-01,101820.0,Marc Rosset,SUI
Zaragoza,1993-03-08,101120.0,Karel Novacek,CZE
Jakarta,1993-01-11,102021.0,Michael Chang,USA
Dubai,1993-02-01,101120.0,Karel Novacek,CZE
Grand Slam Cup,1993-12-07,101434.0,Petr Korda,CZE
Estoril,1993-03-29,102446.0,Andrei Medvedev,UKR
Beijing,1993-10-18,102021.0,Michael Chang,USA
Manchester,1993-06-14,101727.0,Jason Stoltenberg,AUS
Genova,1993-06-14,101404.0,Thomas Muster,AUT
Nice,1993-04-12,101806.0,Marc Kevin Goellner,GER
Auckland,1993-01-11,101334.0,Alexander Volkov,RUS
Munich,1993-04-26,100656.0,Ivan Lendl,USA
Madrid,1993-04-26,101222.0,Stefan Edberg,SWE
Bolzano,1993-10-11,101890.0,Jonathan Stark,USA
Rome Masters,1993-05-10,101793.0,Jim Courier,USA
Hamburg Masters,1993-05-03,101529.0,Michael Stich,GER
Monte Carlo Masters,1993-04-19,101843.0,Sergi Bruguera,ESP
Washington,1993-07-19,101195.0,Amos Mansdorf,ISR
Indianapolis,1993-08-16,101793.0,Jim Courier,USA
Copenhagen,1993-03-01,101249.0,Andrei Olhovskiy,RUS
Schenectady,1993-08-23,102358.0,Thomas Enqvist,SWE
Kuala Lumpur-1,1993-01-04,101191.0,Richey Reneberg,USA
Doha,1993-01-04,101414.0,Boris Becker,GER
Kitzbuhel,1993-08-02,101404.0,Thomas Muster,AUT
Queen's Club,1993-06-07,101529.0,Michael Stich,GER
Florence,1993-06-07,101404.0,Thomas Muster,AUT
Bologna,1993-05-17,102146.0,Jordi Burillo,ESP
Newport,1993-07-05,102257.0,Greg Rusedski,GBR
Gstaad,1993-07-05,101843.0,Sergi Bruguera,ESP
Hilversum,1993-07-26,101475.0,Carlos Costa,ESP
Bastad,1993-07-05,101511.0,Horst Skoff,AUT
Roland Garros,1993-05-24,101843.0,Sergi Bruguera,ESP
Tampa,1993-05-03,101409.0,Jaime Yzaga,PER
Stuttgart Indoor,1993-02-15,101529.0,Michael Stich,GER
Paris Masters,1993-11-01,101964.0,Goran Ivanisevic,CRO
Atlanta,1993-04-26,101797.0,Jacco Eltingh,NED
Milan,1993-02-08,101414.0,Boris Becker,GER
US Open,1993-08-30,101948.0,Pete Sampras,USA
Philadelphia,1993-02-15,101185.0,Mark Woodforde,AUS
Miami Masters,1993-03-12,101948.0,Pete Sampras,USA
Memphis,1993-02-08,101793.0,Jim Courier,USA
Indian Wells Masters,1993-03-01,101793.0,Jim Courier,USA
Rotterdam,1993-02-22,100757.0,Anders Jarryd,SWE
Stuttgart Outdoor,1993-07-19,101320.0,Magnus Gustafsson,SWE
Bordeaux,1993-09-13,101843.0,Sergi Bruguera,ESP
Palermo,1993-09-27,101404.0,Thomas Muster,AUT
Kuala Lumpur-2,1993-09-27,102021.0,Michael Chang,USA
Toulouse,1993-10-04,101589.0,Arnaud Boetsch,FRA
Basel,1993-09-27,101529.0,Michael Stich,GER
Tokyo Outdoor,1993-04-05,101948.0,Pete Sampras,USA
Australian Open,1993-01-18,101793.0,Jim Courier,USA
Long Island,1993-08-23,101820.0,Marc Rosset,SUI
Rosmalen,1993-06-07,101589.0,Arnaud Boetsch,FRA
Athens,1993-10-04,101063.0,Jordi Arrese,ESP
Casablanca,1993-03-15,101649.0,Guillermo Perez Roldan,ARG
Sao Paulo,1993-11-01,102238.0,Alberto Berasategui,ESP
Antwerp,1993-11-08,101948.0,Pete Sampras,USA
Scottsdale,1993-02-22,101736.0,Andre Agassi,USA
Seoul,1993-04-19,101901.0,Chuck Adams,USA
Charlotte,1993-04-12,101276.0,Horacio De La Pena,ARG
Moscow,1993-11-08,101820.0,Marc Rosset,SUI
Umag,1993-08-23,101404.0,Thomas Muster,AUT
San Marino,1993-08-09,101404.0,Thomas Muster,AUT
Bucharest,1993-09-13,101964.0,Goran Ivanisevic,CRO
Mexico City,1993-02-22,101404.0,Thomas Muster,AUT
Tel Aviv,1993-10-11,101924.0,Stefano Pescosolido,ITA
Vienna,1993-10-18,101964.0,Goran Ivanisevic,CRO
Hong Kong,1993-04-12,101948.0,Pete Sampras,USA
Adelaide,1993-01-04,101900.0,Nicklas Kulti,SWE
Sydney Outdoor,1993-01-11,101948.0,Pete Sampras,USA
Halle,1993-06-14,100936.0,Henri Leconte,FRA
Santiago,1993-10-25,101318.0,Javier Frana,ARG
Buenos Aires,1993-11-08,101475.0,Carlos Costa,ESP
Dusseldorf,1993-05-17,102021.0,Michael Chang,USA
Dusseldorf,1993-05-17,101948.0,Pete Sampras,USA
Tour Finals,1993-11-15,101529.0,Michael Stich,GER
Roland Garros,1994-05-23,101843.0,Sergi Bruguera,ESP
Bastad,1994-07-04,101463.0,Bernd Karbacher,GER
Gstaad,1994-07-04,101843.0,Sergi Bruguera,ESP
Newport,1994-07-04,101609.0,David Wheaton,USA
Bologna,1994-05-16,101439.0,Javier Sanchez,ESP
Florence,1994-06-06,101382.0,Marcelo Filippini,URU
Queen's Club,1994-06-06,101774.0,Todd Martin,USA
San Marino,1994-08-08,101475.0,Carlos Costa,ESP
Kitzbuhel,1994-08-01,101964.0,Goran Ivanisevic,CRO
Indianapolis,1994-08-15,101965.0,Wayne Ferreira,RSA
Washington,1994-07-18,101222.0,Stefan Edberg,SWE
Monte Carlo Masters,1994-04-18,102446.0,Andrei Medvedev,UKR
Hamburg Masters,1994-05-02,102446.0,Andrei Medvedev,UKR
Rome Masters,1994-05-09,101948.0,Pete Sampras,USA
Bucharest,1994-09-12,101686.0,Franco Davin,ARG
Santiago,1994-10-24,102238.0,Alberto Berasategui,ESP
Halle,1994-06-13,101529.0,Michael Stich,GER
New Haven,1994-08-15,101414.0,Boris Becker,GER
Canada Masters,1994-07-25,101736.0,Andre Agassi,USA
Cincinnati Masters,1994-08-08,102021.0,Michael Chang,USA
Los Angeles,1994-08-01,101414.0,Boris Becker,GER
San Jose,1994-01-31,101746.0,Renzo Furlan,ITA
Stuttgart Indoor,1994-02-14,101222.0,Stefan Edberg,SWE
Sun City,1994-03-28,101482.0,Markus Zoecke,GER
Sydney Indoor,1994-10-03,101990.0,Richard Krajicek,NED
Tokyo Indoor,1994-10-10,101964.0,Goran Ivanisevic,CRO
Stockholm Masters,1994-10-24,101414.0,Boris Becker,GER
Bogota,1994-09-12,101809.0,Nicolas Pereira,VEN
Australian Open,1994-01-17,101948.0,Pete Sampras,USA
Tel Aviv,1994-10-10,101965.0,Wayne Ferreira,RSA
Doha,1994-01-03,101222.0,Stefan Edberg,SWE
Oahu,1994-01-03,101965.0,Wayne Ferreira,RSA
Schenectady,1994-08-22,101797.0,Jacco Eltingh,NED
Paris Masters,1994-10-31,101736.0,Andre Agassi,USA
Barcelona,1994-04-04,101990.0,Richard Krajicek,NED
Wimbledon,1994-06-20,101948.0,Pete Sampras,USA
Montevideo,1994-10-31,102238.0,Alberto Berasategui,ESP
Madrid,1994-04-25,101404.0,Thomas Muster,AUT
Munich,1994-04-25,101529.0,Michael Stich,GER
Auckland,1994-01-10,101320.0,Magnus Gustafsson,SWE
Nice,1994-04-11,102238.0,Alberto Berasategui,ESP
St. Poelten,1994-06-13,101404.0,Thomas Muster,AUT
Estoril,1994-03-28,101475.0,Carlos Costa,ESP
Grand Slam Cup,1994-12-06,101723.0,Magnus Larsson,SWE
Mexico City,1994-02-21,101404.0,Thomas Muster,AUT
Scottsdale,1994-02-21,101736.0,Andre Agassi,USA
Antwerp,1994-11-07,101948.0,Pete Sampras,USA
Birmingham,1994-04-11,101727.0,Jason Stoltenberg,AUS
Seoul,1994-04-18,100837.0,Jeremy Bates,GBR
Umag,1994-08-22,102238.0,Alberto Berasategui,ESP
Moscow,1994-11-07,101334.0,Alexander Volkov,RUS
Ostrava,1994-10-10,101613.0,Malivai Washington,USA
Hong Kong,1994-04-11,102021.0,Michael Chang,USA
Vienna,1994-10-17,101736.0,Andre Agassi,USA
Sydney Outdoor,1994-01-10,101948.0,Pete Sampras,USA
Adelaide,1994-01-03,102338.0,Yevgeny Kafelnikov,RUS
Copenhagen,1994-02-28,102338.0,Yevgeny Kafelnikov,RUS
Kuala Lumpur,1994-09-26,101797.0,Jacco Eltingh,NED
Hilversum,1994-07-25,101120.0,Karel Novacek,CZE
Prague,1994-08-01,101843.0,Sergi Bruguera,ESP
Lyon,1994-10-17,101820.0,Marc Rosset,SUI
Buenos Aires,1994-11-07,102374.0,Alex Corretja,ESP
Memphis,1994-02-07,101774.0,Todd Martin,USA
Pinehurst,1994-05-02,101932.0,Jared Palmer,USA
Atlanta,1994-04-25,102021.0,Michael Chang,USA
Toulouse,1994-10-03,101723.0,Magnus Larsson,SWE
Rosmalen,1994-06-06,101990.0,Richard Krajicek,NED
Long Island,1994-08-22,102338.0,Yevgeny Kafelnikov,RUS
Rotterdam,1994-02-21,101529.0,Michael Stich,GER
Indian Wells Masters,1994-02-28,101948.0,Pete Sampras,USA
Miami Masters,1994-03-07,101948.0,Pete Sampras,USA
Philadelphia,1994-02-14,102021.0,Michael Chang,USA
Milan,1994-02-07,101414.0,Boris Becker,GER
Stuttgart Outdoor,1994-07-18,102238.0,Alberto Berasategui,ESP
Dubai,1994-01-31,101320.0,Magnus Gustafsson,SWE
Jakarta,1994-01-10,102021.0,Michael Chang,USA
Zaragoza,1994-03-07,101723.0,Magnus Larsson,SWE
Marseille,1994-01-31,101820.0,Marc Rosset,SUI
Coral Springs,1994-05-09,100954.0,Luiz Mattar,BRA
Osaka,1994-03-28,101948.0,Pete Sampras,USA
Tokyo Outdoor,1994-04-04,101948.0,Pete Sampras,USA
Basel,1994-09-26,101965.0,Wayne Ferreira,RSA
Beijing,1994-10-17,102021.0,Michael Chang,USA
Bordeaux,1994-09-12,101965.0,Wayne Ferreira,RSA
Palermo,1994-09-26,102238.0,Alberto Berasategui,ESP
Athens,1994-10-03,102238.0,Alberto Berasategui,ESP
Casablanca,1994-03-14,101746.0,Renzo Furlan,ITA
US Open,1994-08-29,101736.0,Andre Agassi,USA
Manchester,1994-06-13,102158.0,Patrick Rafter,AUS
Dusseldorf,1994-05-16,101529.0,Michael Stich,GER
Dusseldorf,1994-05-16,101475.0,Carlos Costa,ESP
Tour Finals,1994-11-15,101948.0,Pete Sampras,USA
Estoril,1995-04-03,101404.0,Thomas Muster,AUT
Beijing,1995-10-16,102021.0,Michael Chang,USA
Long Island,1995-08-21,102338.0,Yevgeny Kafelnikov,RUS
Casablanca,1995-03-20,101582.0,Gilbert Schaller,AUT
Wimbledon,1995-06-26,101948.0,Pete Sampras,USA
Stockholm,1995-11-06,102358.0,Thomas Enqvist,SWE
Pinehurst,1995-05-08,102358.0,Thomas Enqvist,SWE
Bordeaux,1995-09-11,100955.0,Yahiya Doumbia,SEN
Stuttgart Outdoor,1995-07-17,101404.0,Thomas Muster,AUT
Kuala Lumpur,1995-10-02,102701.0,Marcelo Rios,CHI
Toulouse,1995-10-02,101589.0,Arnaud Boetsch,FRA
Basel,1995-09-25,101793.0,Jim Courier,USA
Tokyo Outdoor,1995-04-10,101793.0,Jim Courier,USA
Canada Masters,1995-07-24,101736.0,Andre Agassi,USA
New Haven,1995-08-14,101736.0,Andre Agassi,USA
Bermuda,1995-04-17,101991.0,Mauricio Hadad,COL
Seoul,1995-04-24,102257.0,Greg Rusedski,GBR
Cincinnati Masters,1995-08-07,101736.0,Andre Agassi,USA
Scottsdale,1995-02-27,101793.0,Jim Courier,USA
Essen Masters,1995-10-23,101404.0,Thomas Muster,AUT
Moscow,1995-11-06,101391.0,Carl Uwe Steeb,GER
Umag,1995-08-21,101404.0,Thomas Muster,AUT
Johannesburg,1995-04-03,101441.0,Martin Sinner,GER
Halle,1995-06-19,101820.0,Marc Rosset,SUI
Buenos Aires,1995-11-06,102845.0,Carlos Moya,ESP
Santiago,1995-10-23,101792.0,Slava Dosedel,CZE
Nottingham,1995-06-19,101318.0,Javier Frana,ARG
Palermo,1995-09-25,101532.0,Francisco Clavet,ESP
Prague,1995-07-31,102539.0,Bohdan Ulihrach,CZE
San Marino,1995-08-07,101404.0,Thomas Muster,AUT
Lyon,1995-10-16,101965.0,Wayne Ferreira,RSA
Montevideo,1995-10-30,102539.0,Bohdan Ulihrach,CZE
Mexico City,1995-02-27,101404.0,Thomas Muster,AUT
Coral Springs,1995-05-15,101889.0,Todd Woodbridge,AUS
Roland Garros,1995-05-29,101404.0,Thomas Muster,AUT
Jakarta,1995-01-09,101235.0,Paul Haarhuis,NED
Dubai,1995-02-06,101965.0,Wayne Ferreira,RSA
Marseille,1995-02-06,101414.0,Boris Becker,GER
Vienna,1995-10-16,102029.0,Filip Dewulf,BEL
Hong Kong,1995-04-17,102021.0,Michael Chang,USA
Tel Aviv,1995-10-09,102466.0,Jan Kroslak,SVK
Adelaide,1995-01-02,101793.0,Jim Courier,USA
Sydney Outdoor,1995-01-09,101265.0,Patrick Mcenroe,USA
Tokyo Indoor,1995-10-09,102021.0,Michael Chang,USA
Australian Open,1995-01-16,101736.0,Andre Agassi,USA
Los Angeles,1995-07-31,101529.0,Michael Stich,GER
Barcelona,1995-04-10,101404.0,Thomas Muster,AUT
San Jose,1995-02-06,101736.0,Andre Agassi,USA
Ostrava,1995-10-09,101965.0,Wayne Ferreira,RSA
Grand Slam Cup,1995-12-05,101964.0,Goran Ivanisevic,CRO
US Open,1995-08-28,101948.0,Pete Sampras,USA
Munich,1995-05-01,101965.0,Wayne Ferreira,RSA
Nice,1995-04-17,101820.0,Marc Rosset,SUI
St. Poelten,1995-06-19,101404.0,Thomas Muster,AUT
Auckland,1995-01-09,102358.0,Thomas Enqvist,SWE
Monte Carlo Masters,1995-04-24,101404.0,Thomas Muster,AUT
St. Petersburg,1995-03-13,102338.0,Yevgeny Kafelnikov,RUS
Hamburg Masters,1995-05-08,102446.0,Andrei Medvedev,UKR
Rome Masters,1995-05-15,101404.0,Thomas Muster,AUT
Washington,1995-07-17,101736.0,Andre Agassi,USA
Indianapolis,1995-08-14,102358.0,Thomas Enqvist,SWE
Copenhagen,1995-03-06,101441.0,Martin Sinner,GER
Rosmalen,1995-06-12,102344.0,Karol Kucera,SVK
Doha,1995-01-02,101222.0,Stefan Edberg,SWE
Paris Masters,1995-10-30,101948.0,Pete Sampras,USA
Stuttgart Indoor,1995-02-20,101990.0,Richard Krajicek,NED
Bogota,1995-09-11,102839.0,Nicolas Lapentti,ECU
Bucharest,1995-09-11,101404.0,Thomas Muster,AUT
Valencia,1995-10-02,102854.0,Sjeng Schalken,NED
Kitzbuhel,1995-07-31,102610.0,Albert Costa,ESP
Amsterdam,1995-07-24,102701.0,Marcelo Rios,CHI
Bastad,1995-07-10,101897.0,Fernando Meligeni,BRA
Newport,1995-07-10,102184.0,David Prinosil,GER
Gstaad,1995-07-10,102338.0,Yevgeny Kafelnikov,RUS
Bologna,1995-05-22,102701.0,Marcelo Rios,CHI
Queen's Club,1995-06-12,101948.0,Pete Sampras,USA
Oporto,1995-06-12,102238.0,Alberto Berasategui,ESP
Miami Masters,1995-03-13,101736.0,Andre Agassi,USA
Memphis,1995-02-13,101774.0,Todd Martin,USA
Philadelphia,1995-02-20,102358.0,Thomas Enqvist,SWE
Rotterdam,1995-02-27,101990.0,Richard Krajicek,NED
Indian Wells Masters,1995-03-06,101948.0,Pete Sampras,USA
Atlanta,1995-05-01,102021.0,Michael Chang,USA
Milan,1995-02-13,102338.0,Yevgeny Kafelnikov,RUS
Dusseldorf,1995-05-22,101964.0,Goran Ivanisevic,CRO
Dusseldorf,1995-05-22,101222.0,Stefan Edberg,SWE
Tour Finals,1995-11-14,101414.0,Boris Becker,GER
Grand Slam Cup,1996-12-03,101414.0,Boris Becker,GER
Stuttgart Masters,1996-10-21,101414.0,Boris Becker,GER
Bogota,1996-09-09,101404.0,Thomas Muster,AUT
Australian Open,1996-01-15,101414.0,Boris Becker,GER
Doha,1996-01-01,101434.0,Petr Korda,CZE
Bucharest,1996-09-09,102238.0,Alberto Berasategui,ESP
Paris Masters,1996-10-28,102358.0,Thomas Enqvist,SWE
Newport,1996-07-08,101809.0,Nicolas Pereira,VEN
Gstaad,1996-07-08,102610.0,Albert Costa,ESP
Bastad,1996-07-08,101320.0,Magnus Gustafsson,SWE
Oporto,1996-06-10,102456.0,Felix Mantilla,ESP
Tel Aviv,1996-10-14,101439.0,Javier Sanchez,ESP
San Jose,1996-02-12,101948.0,Pete Sampras,USA
Barcelona,1996-04-15,101404.0,Thomas Muster,AUT
Cincinnati Masters,1996-08-05,101736.0,Andre Agassi,USA
Los Angeles,1996-07-29,102021.0,Michael Chang,USA
New Haven,1996-08-12,101711.0,Alex Obrien,USA
Canada Masters,1996-08-19,101965.0,Wayne Ferreira,RSA
Stockholm,1996-11-04,102358.0,Thomas Enqvist,SWE
Ostrava,1996-10-14,102184.0,David Prinosil,GER
Halle,1996-06-17,101900.0,Nicklas Kulti,SWE
Estoril,1996-04-08,101404.0,Thomas Muster,AUT
Santiago,1996-11-04,102024.0,Hernan Gumy,ARG
Pinehurst,1996-05-06,101897.0,Fernando Meligeni,BRA
Munich,1996-04-29,101792.0,Slava Dosedel,CZE
Beijing,1996-10-07,102257.0,Greg Rusedski,GBR
Long Island,1996-08-19,102446.0,Andrei Medvedev,UKR
Marseille,1996-02-12,101098.0,Guy Forget,FRA
Wimbledon,1996-06-24,101990.0,Richard Krajicek,NED
Bournemouth,1996-09-09,102610.0,Albert Costa,ESP
Atlanta Olympics,1996-07-22,101736.0,Andre Agassi,USA
Umag,1996-08-12,102845.0,Carlos Moya,ESP
Moscow,1996-11-04,101964.0,Goran Ivanisevic,CRO
Scottsdale,1996-03-04,101965.0,Wayne Ferreira,RSA
Bermuda,1996-04-15,101613.0,Malivai Washington,USA
St. Poelten,1996-05-20,102701.0,Marcelo Rios,CHI
Coral Springs,1996-05-13,101727.0,Jason Stoltenberg,AUS
Lyon,1996-09-30,102338.0,Yevgeny Kafelnikov,RUS
Prague,1996-04-29,102338.0,Yevgeny Kafelnikov,RUS
Roland Garros,1996-05-27,102338.0,Yevgeny Kafelnikov,RUS
Monte Carlo Masters,1996-04-22,101404.0,Thomas Muster,AUT
Hamburg Masters,1996-05-06,102650.0,Roberto Carretero,ESP
San Marino,1996-08-05,102610.0,Albert Costa,ESP
Washington,1996-07-15,102021.0,Michael Chang,USA
Copenhagen,1996-03-11,101611.0,Cedric Pioline,FRA
Marbella,1996-09-30,101806.0,Marc Kevin Goellner,GER
Jakarta,1996-01-08,102854.0,Sjeng Schalken,NED
Philadelphia,1996-02-26,101793.0,Jim Courier,USA
Milan,1996-02-26,101964.0,Goran Ivanisevic,CRO
Atlanta,1996-04-29,102223.0,Karim Alami,MAR
Adelaide,1996-01-01,102338.0,Yevgeny Kafelnikov,RUS
Antwerp,1996-02-19,101529.0,Michael Stich,GER
Hong Kong,1996-04-08,101948.0,Pete Sampras,USA
Vienna,1996-10-07,101414.0,Boris Becker,GER
Sydney Outdoor,1996-01-08,101774.0,Todd Martin,USA
Seoul,1996-04-22,101647.0,Byron Black,ZIM
Rosmalen,1996-06-10,101191.0,Richey Reneberg,USA
Dubai,1996-02-12,101964.0,Goran Ivanisevic,CRO
Rotterdam,1996-03-04,101964.0,Goran Ivanisevic,CRO
Amsterdam,1996-07-29,101532.0,Francisco Clavet,ESP
Queen's Club,1996-06-10,101414.0,Boris Becker,GER
Bologna,1996-06-17,102238.0,Alberto Berasategui,ESP
Nottingham,1996-06-17,101733.0,Jan Siemerink,NED
Casablanca,1996-03-25,101507.0,Tomas Carbonell,ESP
Palermo,1996-09-23,102223.0,Karim Alami,MAR
Zagreb,1996-01-29,101964.0,Goran Ivanisevic,CRO
Auckland,1996-01-08,102562.0,Jiri Novak,CZE
St. Petersburg,1996-03-18,101320.0,Magnus Gustafsson,SWE
Memphis,1996-02-19,101948.0,Pete Sampras,USA
US Open,1996-08-26,101948.0,Pete Sampras,USA
Miami Masters,1996-03-18,101736.0,Andre Agassi,USA
New Delhi,1996-04-08,102358.0,Thomas Enqvist,SWE
Shanghai,1996-01-29,101249.0,Andrei Olhovskiy,RUS
Rome Masters,1996-05-13,101404.0,Thomas Muster,AUT
Indianapolis,1996-08-12,101948.0,Pete Sampras,USA
Mexico City,1996-03-04,101404.0,Thomas Muster,AUT
Toulouse,1996-10-14,102882.0,Mark Philippoussis,AUS
Singapore,1996-09-30,101890.0,Jonathan Stark,USA
Stuttgart Outdoor,1996-07-15,101404.0,Thomas Muster,AUT
Tokyo,1996-04-15,101948.0,Pete Sampras,USA
Basel,1996-09-23,101948.0,Pete Sampras,USA
Dusseldorf,1996-05-20,101820.0,Marc Rosset,SUI
Dusseldorf,1996-05-20,101434.0,Petr Korda,CZE
Tour Finals,1996-11-19,101948.0,Pete Sampras,USA
Indian Wells Masters,1996-03-11,102021.0,Michael Chang,USA
Kitzbuhel,1996-07-22,102238.0,Alberto Berasategui,ESP
Prague,1997-04-28,101611.0,Cedric Pioline,FRA
Lyon,1997-10-13,102148.0,Fabrice Santoro,FRA
Tashkent,1997-09-08,102450.0,Tim Henman,GBR
Doha,1996-12-30,101793.0,Jim Courier,USA
Vienna,1997-10-06,101964.0,Goran Ivanisevic,CRO
Hong Kong,1997-04-07,102021.0,Michael Chang,USA
Adelaide,1996-12-30,101889.0,Todd Woodbridge,AUS
Sydney Outdoor,1997-01-06,102450.0,Tim Henman,GBR
Gstaad,1997-07-07,102456.0,Felix Mantilla,ESP
Bucharest,1997-09-22,101735.0,Richard Fromberg,AUS
Monte Carlo Masters,1997-04-21,102701.0,Marcelo Rios,CHI
Rome Masters,1997-05-12,102374.0,Alex Corretja,ESP
Hamburg Masters,1997-05-05,102446.0,Andrei Medvedev,UKR
Washington,1997-07-14,102021.0,Michael Chang,USA
Indianapolis,1997-08-11,102035.0,Jonas Bjorkman,SWE
Kitzbuhel,1997-07-21,102029.0,Filip Dewulf,BEL
US Open,1997-08-25,102158.0,Patrick Rafter,AUS
Copenhagen,1997-03-10,102563.0,Thomas Johansson,SWE
St. Petersburg,1997-03-17,102563.0,Thomas Johansson,SWE
Newport,1997-07-07,102227.0,Sargis Sargsian,ARM
Grand Slam Cup,1997-09-23,101948.0,Pete Sampras,USA
Ostrava,1997-10-13,102344.0,Karol Kucera,SVK
Roland Garros,1997-05-26,102856.0,Gustavo Kuerten,BRA
Long Island,1997-08-18,102845.0,Carlos Moya,ESP
Rosmalen,1997-06-16,101990.0,Richard Krajicek,NED
Mexico City,1997-10-20,101532.0,Francisco Clavet,ESP
Munich,1997-04-28,102882.0,Mark Philippoussis,AUS
Auckland,1997-01-06,102035.0,Jonas Bjorkman,SWE
St. Poelten,1997-05-19,101382.0,Marcelo Filippini,URU
Nottingham,1997-06-16,102257.0,Greg Rusedski,GBR
Beijing,1997-09-29,101793.0,Jim Courier,USA
Indian Wells Masters,1997-03-10,102021.0,Michael Chang,USA
Rotterdam,1997-03-03,101990.0,Richard Krajicek,NED
Philadelphia,1997-02-24,101948.0,Pete Sampras,USA
Miami Masters,1997-03-17,101404.0,Thomas Muster,AUT
Memphis,1997-02-17,102021.0,Michael Chang,USA
Atlanta,1997-04-28,101382.0,Marcelo Filippini,URU
Milan,1997-02-24,101964.0,Goran Ivanisevic,CRO
Marbella,1997-09-08,102610.0,Albert Costa,ESP
San Marino,1997-08-04,102456.0,Felix Mantilla,ESP
Stockholm,1997-11-03,102035.0,Jonas Bjorkman,SWE
Australian Open,1997-01-13,101948.0,Pete Sampras,USA
Bournemouth,1997-09-08,102456.0,Felix Mantilla,ESP
Stuttgart Masters,1997-10-20,101434.0,Petr Korda,CZE
Bogota,1997-10-27,101532.0,Francisco Clavet,ESP
Orlando,1997-04-21,102021.0,Michael Chang,USA
Moscow,1997-11-03,102338.0,Yevgeny Kafelnikov,RUS
